date_updated,state,start_date,end_date,tot_cases,new_cases,tot_deaths,new_deaths,new_historic_cases,new_historic_deaths
10/1/20,RMI,09/24/2020,09/30/2020,0,0,0,0,0,0
10/1/20,UT,09/24/2020,09/30/2020,73450,7254,457,15,0,0
10/1/20,PA,09/24/2020,09/30/2020,163900,6730,8181,78,0,0
3/5/20,AK,02/27/2020,3/4/20,0,0,0,0,0,0
10/1/20,MA,09/24/2020,09/30/2020,132137,3606,9456,109,0,0
10/1/20,GA,09/24/2020,09/30/2020,318033,7862,7016,255,0,0
10/1/20,PW,09/24/2020,09/30/2020,0,0,0,0,0,0
10/1/20,PR,09/24/2020,09/30/2020,24001,3564,661,44,0,0
10/1/20,CO,09/24/2020,09/30/2020,70727,4424,2002,24,0,0
10/1/20,WV,09/24/2020,09/30/2020,15850,1335,351,31,0,0
10/1/20,OH,09/24/2020,09/30/2020,153988,7234,4471,129,0,0
10/1/20,MS,09/24/2020,09/30/2020,98191,3620,2968,98,0,0
10/1/20,VT,09/24/2020,09/30/2020,1747,28,63,0,0,0
10/1/20,AS,09/24/2020,09/30/2020,0,0,0,0,0,0
10/1/20,FL,09/24/2020,09/30/2020,706519,16020,14313,697,0,0
10/1/20,MD,09/24/2020,09/30/2020,124726,3429,3948,47,0,0
10/1/20,NYC,09/24/2020,09/30/2020,246929,3435,23799,33,0,0
10/1/20,IN,09/24/2020,09/30/2020,120022,6687,3643,112,0,0
10/1/20,SD,09/24/2020,09/30/2020,22389,2756,223,21,0,0
10/1/20,NM,09/24/2020,09/30/2020,29434,1453,877,20,0,0
10/1/20,VA,09/24/2020,09/30/2020,148270,5677,3205,116,0,0
10/1/20,CT,09/24/2020,09/30/2020,57550,1235,4508,11,0,0
10/1/20,NJ,09/24/2020,09/30/2020,210663,4892,16122,44,0,0
10/1/20,WY,09/24/2020,09/30/2020,5948,778,50,0,0,0
10/1/20,NV,09/24/2020,09/30/2020,79980,3173,1600,44,0,0
10/1/20,NE,09/24/2020,09/30/2020,44036,3110,684,34,0,0
10/1/20,ID,09/24/2020,09/30/2020,42048,3305,469,16,0,0
10/1/20,OR,09/24/2020,09/30/2020,33508,2005,559,22,0,0
10/1/20,KY,09/24/2020,09/30/2020,68841,5328,1173,50,0,0
10/1/20,MT,09/24/2020,09/30/2020,13072,2159,180,15,0,0
10/1/20,WI,09/24/2020,09/30/2020,122275,16343,1402,74,0,0
10/1/20,MN,09/24/2020,09/30/2020,99023,7094,2307,103,0,0
10/1/20,NH,09/24/2020,09/30/2020,8267,260,439,1,0,0
10/1/20,FSM,09/24/2020,09/30/2020,0,0,0,0,0,0
10/1/20,LA,09/24/2020,09/30/2020,167455,3566,5511,103,0,0
10/1/20,DC,09/24/2020,09/30/2020,15326,276,627,6,0,0
10/1/20,SC,09/24/2020,09/30/2020,147957,6269,3376,114,0,0
10/1/20,RI,09/24/2020,09/30/2020,23467,722,1125,7,0,0
10/1/20,CA,09/24/2020,09/30/2020,818187,23721,15654,619,0,0
10/1/20,NC,09/24/2020,09/30/2020,212628,10436,3854,197,0,0
10/1/20,MI,09/24/2020,09/30/2020,138010,6758,7078,69,0,0
10/1/20,AZ,09/24/2020,09/30/2020,218508,3220,5653,126,0,0
10/1/20,TX,09/24/2020,09/30/2020,766740,29194,16087,626,0,0
10/1/20,MO,09/24/2020,09/30/2020,130091,8844,2088,125,0,0
10/1/20,HI,09/24/2020,09/30/2020,12539,777,288,16,0,0
10/1/20,OK,09/24/2020,09/30/2020,87199,7034,1031,61,0,0
10/1/20,WA,09/24/2020,09/30/2020,89248,3998,1405,63,0,0
10/1/20,TN,09/24/2020,09/30/2020,194513,9484,2452,180,0,0
10/1/20,ME,09/24/2020,09/30/2020,5389,218,141,1,0,0
10/1/20,VI,09/24/2020,09/30/2020,1318,28,20,1,0,0
10/1/20,AL,09/24/2020,09/30/2020,154772,7875,2530,65,0,0
10/1/20,DE,09/24/2020,09/30/2020,20494,768,669,13,0,0
10/1/20,ND,09/24/2020,09/30/2020,21847,2866,263,51,0,0
10/1/20,MP,09/24/2020,09/30/2020,70,1,2,0,0,0
10/1/20,AR,09/24/2020,09/30/2020,84694,4991,1830,130,0,0
10/1/20,IA,09/24/2020,09/30/2020,89249,6378,1357,60,0,0
10/1/20,NY,09/24/2020,09/30/2020,214608,3803,9263,26,0,0
10/1/20,IL,09/24/2020,09/30/2020,295723,14420,8915,171,0,0
10/1/20,GU,09/24/2020,09/30/2020,2488,253,49,12,0,0
10/1/20,KS,09/24/2020,09/30/2020,60842,4533,699,58,0,0
4/2/20,GA,03/26/2020,4/1/20,4639,3397,140,100,0,0
4/2/20,AL,03/26/2020,4/1/20,1175,703,26,25,0,0
4/2/20,MA,03/26/2020,4/1/20,11263,6900,122,107,0,0
4/2/20,PW,03/26/2020,4/1/20,0,0,0,0,0,0
4/2/20,ND,03/26/2020,4/1/20,141,96,3,3,0,0
4/2/20,IL,03/26/2020,4/1/20,6982,5118,141,122,0,0
4/2/20,CO,03/26/2020,4/1/20,2284,1680,86,60,0,0
4/2/20,UT,03/26/2020,4/1/20,984,660,5,4,0,0
4/2/20,WV,03/26/2020,4/1/20,191,152,1,1,0,0
4/2/20,TN,03/26/2020,4/1/20,2627,1712,24,21,0,0
4/2/20,MS,03/26/2020,4/1/20,1072,695,20,17,0,0
4/2/20,MP,03/26/2020,4/1/20,2,2,0,0,0,0
4/2/20,SD,03/26/2020,4/1/20,129,88,2,1,0,0
4/2/20,FL,03/26/2020,4/1/20,6956,5274,87,64,0,0
4/2/20,IN,03/26/2020,4/1/20,2563,2084,134,100,0,0
4/2/20,OH,03/26/2020,4/1/20,2548,1843,108,82,0,0
4/2/20,MO,03/26/2020,4/1/20,1921,1473,24,15,0,0
4/2/20,VI,03/26/2020,4/1/20,30,13,0,0,0,0
4/2/20,NY,03/26/2020,4/1/20,36509,23524,733,617,0,0
4/2/20,MD,03/26/2020,4/1/20,1986,1561,31,27,0,0
4/2/20,DC,03/26/2020,4/1/20,586,355,11,8,0,0
4/2/20,MT,03/26/2020,4/1/20,207,142,5,5,0,0
4/2/20,WY,03/26/2020,4/1/20,130,86,0,0,0,0
4/2/20,OR,03/26/2020,4/1/20,735,469,19,9,0,0
4/2/20,ID,03/26/2020,4/1/20,566,476,9,9,0,0
4/2/20,MN,03/26/2020,4/1/20,689,406,38,28,0,0
4/2/20,MI,03/26/2020,4/1/20,9716,7251,370,319,0,0
4/2/20,NH,03/26/2020,4/1/20,367,259,3,2,0,0
4/2/20,RI,03/26/2020,4/1/20,311,223,12,11,0,0
4/2/20,KY,03/26/2020,4/1/20,621,427,18,13,0,0
4/2/20,NC,03/26/2020,4/1/20,1855,1194,25,21,0,0
4/2/20,LA,03/26/2020,4/1/20,6424,4628,273,208,0,0
4/2/20,NE,03/26/2020,4/1/20,213,139,12,12,0,0
4/2/20,CT,03/26/2020,4/1/20,4423,3217,85,66,0,0
4/2/20,VA,03/26/2020,4/1/20,1483,1088,34,25,0,0
4/2/20,WI,03/26/2020,4/1/20,1556,935,54,44,0,0
4/2/20,AZ,03/26/2020,4/1/20,1413,1012,32,26,0,0
4/2/20,NV,03/26/2020,4/1/20,1279,956,31,25,0,0
4/2/20,SC,03/26/2020,4/1/20,1293,867,26,19,0,0
4/2/20,CA,03/26/2020,4/1/20,8169,5169,172,108,0,0
4/2/20,NJ,03/26/2020,4/1/20,22255,17853,476,395,0,0
4/2/20,FSM,03/26/2020,4/1/20,0,0,0,0,0,0
4/2/20,KS,03/26/2020,4/1/20,484,351,10,7,0,0
4/2/20,NM,03/26/2020,4/1/20,327,214,5,4,0,0
4/2/20,AS,03/26/2020,4/1/20,0,0,0,0,0,0
4/2/20,WA,03/26/2020,4/1/20,6428,3511,5,0,0,0
4/2/20,AR,03/26/2020,4/1/20,683,330,31,12,0,0
4/2/20,OK,03/26/2020,4/1/20,721,557,29,24,0,0
4/2/20,VT,03/26/2020,4/1/20,234,182,12,9,0,0
4/2/20,ME,03/26/2020,4/1/20,303,161,5,5,0,0
4/2/20,GU,03/26/2020,4/1/20,77,40,3,2,0,0
4/2/20,RMI,03/26/2020,4/1/20,0,0,0,0,0,0
4/2/20,HI,03/26/2020,4/1/20,257,152,5,4,0,0
4/2/20,PA,03/26/2020,4/1/20,5948,4691,89,73,0,0
4/2/20,TX,03/26/2020,4/1/20,3636,2612,94,74,0,0
4/2/20,IA,03/26/2020,4/1/20,546,400,9,8,0,0
4/2/20,PR,03/26/2020,4/1/20,286,235,11,9,0,0
4/2/20,DE,03/26/2020,4/1/20,431,281,12,11,0,0
4/2/20,NYC,03/26/2020,4/1/20,53868,36012,2640,2130,0,0
2/6/20,AK,01/30/2020,2/5/20,0,0,0,0,0,0
7/2/20,OH,06/25/2020,7/1/20,52865,6105,2618,93,0,0
7/2/20,PR,06/25/2020,7/1/20,1729,153,153,4,0,0
7/2/20,MS,06/25/2020,7/1/20,27901,4467,1082,71,0,0
7/2/20,AL,06/25/2020,7/1/20,39647,6769,974,88,0,0
7/2/20,WA,06/25/2020,7/1/20,33997,3732,562,136,0,0
7/2/20,GA,06/25/2020,7/1/20,84242,14851,2827,125,0,0
7/2/20,TN,06/25/2020,7/1/20,45118,7792,609,53,0,0
7/2/20,ND,06/25/2020,7/1/20,3615,254,86,2,0,0
7/2/20,VI,06/25/2020,7/1/20,90,14,6,0,0,0
7/2/20,IN,06/25/2020,7/1/20,45951,2813,2581,77,0,0
7/2/20,MP,06/25/2020,7/1/20,30,0,2,0,0,0
7/2/20,MD,06/25/2020,7/1/20,67908,2570,3205,98,0,0
7/2/20,TX,06/25/2020,7/1/20,169517,47894,2821,341,0,0
7/2/20,NM,06/25/2020,7/1/20,12276,1286,500,20,0,0
7/2/20,VT,06/25/2020,7/1/20,1205,46,61,0,0,0
7/2/20,NYC,06/25/2020,7/1/20,217852,2286,23106,102,0,0
7/2/20,SD,06/25/2020,7/1/20,6826,407,93,9,0,0
7/2/20,IL,06/25/2020,7/1/20,144010,5470,6949,182,0,0
3/12/20,AK,3/5/20,3/11/20,0,0,0,0,0,0
7/2/20,WY,06/25/2020,7/1/20,1513,232,20,0,0,0
7/2/20,FSM,06/25/2020,7/1/20,0,0,0,0,0,0
7/2/20,MI,06/25/2020,7/1/20,71089,2533,6197,83,0,0
7/2/20,DC,06/25/2020,7/1/20,10365,237,553,12,0,0
7/2/20,OR,06/25/2020,7/1/20,8931,1487,208,13,0,0
7/2/20,KY,06/25/2020,7/1/20,15843,1480,570,34,0,0
7/2/20,NH,06/25/2020,7/1/20,5802,204,373,26,0,0
7/2/20,CT,06/25/2020,7/1/20,46573,660,4326,39,0,0
7/2/20,NV,06/25/2020,7/1/20,19101,4741,511,17,0,0
7/2/20,NE,06/25/2020,7/1/20,18694,1095,360,12,0,0
7/2/20,MN,06/25/2020,7/1/20,36658,2958,1612,29,0,0
7/2/20,AZ,06/25/2020,7/1/20,84115,23925,1724,258,0,0
7/2/20,RI,06/25/2020,7/1/20,16124,345,978,20,0,0
7/2/20,VA,06/25/2020,7/1/20,63212,3708,1778,126,0,0
7/2/20,CA,06/25/2020,7/1/20,233232,42569,5978,479,0,0
7/2/20,ID,06/25/2020,7/1/20,6370,1968,92,3,0,0
7/2/20,NJ,06/25/2020,7/1/20,172934,2866,15071,199,0,0
7/2/20,NC,06/25/2020,7/1/20,68417,10882,1481,106,0,0
7/2/20,MT,06/25/2020,7/1/20,1017,252,22,1,0,0
7/2/20,WI,06/25/2020,7/1/20,29201,3438,819,26,0,0
7/2/20,LA,06/25/2020,7/1/20,60178,7701,3238,87,0,0
7/2/20,SC,06/25/2020,7/1/20,37919,10021,765,81,0,0
7/2/20,UT,06/25/2020,7/1/20,22798,3970,168,10,0,0
7/2/20,PW,06/25/2020,7/1/20,0,0,0,0,0,0
7/2/20,AS,06/25/2020,7/1/20,0,0,0,0,0,0
7/2/20,PA,06/25/2020,7/1/20,91078,4086,6760,157,0,0
7/2/20,IA,06/25/2020,7/1/20,29514,2912,716,27,0,0
7/2/20,AR,06/25/2020,7/1/20,22815,4197,476,52,0,0
7/2/20,GU,06/25/2020,7/1/20,267,41,5,0,0,0
7/2/20,WV,06/25/2020,7/1/20,2978,347,93,1,0,0
7/2/20,MA,06/25/2020,7/1/20,104666,1298,8090,152,0,0
7/2/20,MO,06/25/2020,7/1/20,22578,3019,1043,35,0,0
7/2/20,CO,06/25/2020,7/1/20,32849,1762,1674,18,0,0
7/2/20,RMI,06/25/2020,7/1/20,0,0,0,0,0,0
7/2/20,FL,06/25/2020,7/1/20,158998,49982,3552,269,0,0
7/2/20,ME,06/25/2020,7/1/20,3291,273,105,2,0,0
7/2/20,OK,06/25/2020,7/1/20,14119,2605,389,17,0,0
7/2/20,NY,06/25/2020,7/1/20,178604,2286,8740,31,0,0
7/2/20,HI,06/25/2020,7/1/20,936,101,22,3,0,0
7/2/20,DE,06/25/2020,7/1/20,11746,702,574,10,0,0
7/2/20,KS,06/25/2020,7/1/20,14576,1866,279,16,0,0
9/3/20,MP,08/27/2020,9/2/20,57,3,2,0,0,0
9/3/20,GU,08/27/2020,9/2/20,1494,374,13,4,0,0
9/3/20,AR,08/27/2020,9/2/20,64647,4490,1271,74,0,0
9/3/20,TX,08/27/2020,9/2/20,635828,30958,13250,920,0,0
9/3/20,NY,08/27/2020,9/2/20,201412,2897,9026,14,0,0
9/3/20,IA,08/27/2020,9/2/20,66466,7658,1132,61,0,0
9/3/20,MD,08/27/2020,9/2/20,109320,3834,3768,52,0,0
9/3/20,NM,08/27/2020,9/2/20,25612,882,790,35,0,0
9/3/20,FL,08/27/2020,9/2/20,633471,24749,11500,767,0,0
9/3/20,MS,08/27/2020,9/2/20,84371,4273,2525,154,0,0
9/3/20,VT,08/27/2020,9/2/20,1613,56,63,0,0,0
01/23/2020,AK,01/16/2020,01/22/2020,0,0,0,0,0,0
9/3/20,VI,08/27/2020,9/2/20,1144,114,15,1,0,0
9/3/20,WA,08/27/2020,9/2/20,76349,3326,1209,39,0,0
9/3/20,IL,08/27/2020,9/2/20,240344,13297,8300,137,0,0
9/3/20,PW,08/27/2020,9/2/20,0,0,0,0,0,0
9/3/20,ND,08/27/2020,9/2/20,12270,1808,155,13,0,0
9/3/20,CO,08/27/2020,9/2/20,58338,2099,1910,23,0,0
9/3/20,WI,08/27/2020,9/2/20,77133,4871,1202,43,0,0
9/3/20,DC,08/27/2020,9/2/20,14077,355,608,3,0,0
9/3/20,OR,08/27/2020,9/2/20,27074,1508,467,35,0,0
9/3/20,SC,08/27/2020,9/2/20,120507,6413,2794,219,0,0
9/3/20,MI,08/27/2020,9/2/20,114475,4991,6780,92,0,0
9/3/20,KY,08/27/2020,9/2/20,49990,4753,966,65,0,0
9/3/20,WY,08/27/2020,9/2/20,3911,277,41,4,0,0
9/3/20,VA,08/27/2020,9/2/20,122517,7058,2639,126,0,0
9/3/20,NV,08/27/2020,9/2/20,69871,3204,1336,86,0,0
9/3/20,CT,08/27/2020,9/2/20,53108,888,4467,5,0,0
9/3/20,NC,08/27/2020,9/2/20,174988,10974,3076,211,0,0
9/3/20,RI,08/27/2020,9/2/20,20994,533,1082,13,0,0
9/3/20,CA,08/27/2020,9/2/20,717359,33604,12953,799,0,0
9/3/20,ID,08/27/2020,9/2/20,32666,1895,372,35,0,0
9/3/20,NH,08/27/2020,9/2/20,7309,153,432,3,0,0
9/3/20,MT,08/27/2020,9/2/20,7691,904,109,11,0,0
9/3/20,AZ,08/27/2020,9/2/20,202861,3392,5067,172,0,0
9/3/20,LA,08/27/2020,9/2/20,150724,5002,5005,154,0,0
9/3/20,FSM,08/27/2020,9/2/20,0,0,0,0,0,0
9/3/20,MN,08/27/2020,9/2/20,76925,5821,2023,48,0,0
9/3/20,NE,08/27/2020,9/2/20,33953,2210,556,24,0,0
9/3/20,NJ,08/27/2020,9/2/20,196225,2573,15963,49,0,0
9/3/20,IN,08/27/2020,9/2/20,95753,6391,3278,76,0,0
9/3/20,KS,08/27/2020,9/2/20,43658,3946,474,19,0,0
9/3/20,PR,08/27/2020,9/2/20,15935,1927,443,39,0,0
9/3/20,PA,08/27/2020,9/2/20,140121,5269,7763,93,0,0
9/3/20,NYC,08/27/2020,9/2/20,236993,1913,23684,73,0,0
9/3/20,WV,08/27/2020,9/2/20,10657,1119,230,40,0,0
9/3/20,AS,08/27/2020,9/2/20,0,0,0,0,0,0
9/3/20,SD,08/27/2020,9/2/20,14004,2433,169,7,0,0
9/3/20,MO,08/27/2020,9/2/20,89771,9607,1601,96,0,0
9/3/20,TN,08/27/2020,9/2/20,156238,10534,1794,148,0,0
9/3/20,OK,08/27/2020,9/2/20,60126,5287,821,58,0,0
9/3/20,UT,08/27/2020,9/2/20,52927,2682,408,7,0,0
9/3/20,GA,08/27/2020,9/2/20,274599,14002,5791,485,0,0
9/3/20,ME,08/27/2020,9/2/20,4568,180,133,1,0,0
9/3/20,RMI,08/27/2020,9/2/20,0,0,0,0,0,0
9/3/20,HI,08/27/2020,9/2/20,8999,1796,200,45,0,0
9/3/20,AL,08/27/2020,9/2/20,128240,8336,2211,168,0,0
9/3/20,OH,08/27/2020,9/2/20,125770,8184,3963,162,0,0
9/3/20,MA,08/27/2020,9/2/20,121845,2371,9066,79,0,0
9/3/20,DE,08/27/2020,9/2/20,17663,674,637,6,0,0
12/3/20,DE,11/26/2020,12/2/20,36566,3751,860,29,0,0
12/3/20,RMI,11/26/2020,12/2/20,4,0,0,0,0,0
12/3/20,NM,11/26/2020,12/2/20,100963,12861,1629,178,0,0
12/3/20,GA,11/26/2020,12/2/20,482140,24230,9565,269,0,0
12/3/20,TN,11/26/2020,12/2/20,380299,35804,4690,226,0,0
12/3/20,GU,11/26/2020,12/2/20,6920,215,112,3,0,0
12/3/20,WV,11/26/2020,12/2/20,49905,6853,779,85,0,0
12/3/20,TX,11/26/2020,12/2/20,1291426,80844,22536,929,0,0
12/3/20,MS,11/26/2020,12/2/20,156868,11232,3851,106,0,0
12/3/20,AR,11/26/2020,12/2/20,167577,12102,3591,266,0,0
12/3/20,UT,11/26/2020,12/2/20,203719,18517,908,71,0,0
12/3/20,IA,11/26/2020,12/2/20,236159,14873,2494,194,0,0
12/3/20,IL,11/26/2020,12/2/20,748603,63136,13397,958,0,0
12/3/20,NYC,11/26/2020,12/2/20,325077,17516,24263,56,0,0
12/3/20,ME,11/26/2020,12/2/20,12562,1535,217,28,0,0
12/3/20,CO,11/26/2020,12/2/20,241955,32642,3337,355,0,0
12/3/20,SD,11/26/2020,12/2/20,82203,6061,994,145,0,0
12/3/20,AL,11/26/2020,12/2/20,256828,17510,3708,180,0,0
12/3/20,NH,11/26/2020,12/2/20,22368,3522,537,23,0,0
12/3/20,SC,11/26/2020,12/2/20,220835,9930,4445,128,0,0
12/3/20,WY,11/26/2020,12/2/20,34491,3730,239,24,0,0
12/3/20,MI,11/26/2020,12/2/20,402887,50454,9849,679,0,0
12/3/20,OR,11/26/2020,12/2/20,78160,9657,953,86,0,0
12/3/20,ID,11/26/2020,12/2/20,104735,8231,991,96,0,0
12/3/20,CT,11/26/2020,12/2/20,121426,12274,5091,165,0,0
12/3/20,LA,11/26/2020,12/2/20,241336,15697,6501,151,0,0
12/3/20,NE,11/26/2020,12/2/20,128907,11012,1875,134,0,0
12/3/20,RI,11/26/2020,12/2/20,54107,5822,1442,68,0,0
12/3/20,MT,11/26/2020,12/2/20,64341,5773,712,62,0,0
12/3/20,NV,11/26/2020,12/2/20,156972,14733,2203,132,0,0
12/3/20,DC,11/26/2020,12/2/20,21842,1326,690,13,0,0
12/3/20,NJ,11/26/2020,12/2/20,378624,33226,17145,259,0,0
12/3/20,AZ,11/26/2020,12/2/20,340979,30129,6739,215,0,0
12/3/20,VA,11/26/2020,12/2/20,242462,16175,4106,105,0,0
12/3/20,WI,11/26/2020,12/2/20,420930,28488,3703,359,0,0
12/3/20,MN,11/26/2020,12/2/20,326816,38057,5162,502,0,0
12/3/20,KY,11/26/2020,12/2/20,186765,20625,1944,109,0,0
12/3/20,CA,11/26/2020,12/2/20,1276985,108911,19368,453,0,0
12/3/20,NC,11/26/2020,12/2/20,381213,28245,5980,287,0,0
12/3/20,FSM,11/26/2020,12/2/20,0,0,0,0,0,0
12/3/20,VI,11/26/2020,12/2/20,1589,68,23,0,0,0
12/3/20,FL,11/26/2020,12/2/20,1018160,56484,18778,531,0,0
12/3/20,MP,11/26/2020,12/2/20,106,2,2,0,0,0
12/3/20,NY,11/26/2020,12/2/20,346492,33417,10195,295,0,0
12/3/20,OK,11/26/2020,12/2/20,202345,18003,1812,132,0,0
12/3/20,WA,11/26/2020,12/2/20,176549,17006,1983,35,0,0
12/3/20,PW,11/26/2020,12/2/20,0,0,0,0,0,0
12/3/20,OH,11/26/2020,12/2/20,437928,55185,8408,1033,0,0
12/3/20,PA,11/26/2020,12/2/20,383879,48478,10881,692,0,0
12/3/20,MA,11/26/2020,12/2/20,234232,19638,10824,220,0,0
12/3/20,ND,11/26/2020,12/2/20,80138,4658,1089,123,0,0
12/3/20,PR,11/26/2020,12/2/20,53708,4983,1144,92,0,0
12/3/20,KS,11/26/2020,12/2/20,163674,14608,1729,178,0,0
12/3/20,VT,11/26/2020,12/2/20,4227,498,77,7,0,0
12/3/20,MD,11/26/2020,12/2/20,203355,15194,4717,199,0,0
12/3/20,AS,11/26/2020,12/2/20,0,0,0,0,0,0
12/3/20,IN,11/26/2020,12/2/20,350974,38453,6617,596,0,0
12/3/20,MO,11/26/2020,12/2/20,329743,26352,4133,300,0,0
12/3/20,HI,11/26/2020,12/2/20,18338,555,374,1,0,0
01/30/2020,AK,01/23/2020,01/29/2020,0,0,0,0,0,0
6/4/20,PW,05/28/2020,6/3/20,0,0,0,0,0,0
6/4/20,KS,05/28/2020,6/3/20,9940,740,228,11,0,0
6/4/20,MA,05/28/2020,6/3/20,98697,3093,7152,605,0,0
6/4/20,MO,05/28/2020,6/3/20,14250,1410,838,49,0,0
6/4/20,AS,05/28/2020,6/3/20,0,0,0,0,0,0
6/4/20,GU,05/28/2020,6/3/20,177,7,5,0,0,0
6/4/20,MD,05/28/2020,6/3/20,54986,6560,2640,248,0,0
6/4/20,SD,05/28/2020,6/3/20,5160,454,62,8,0,0
6/4/20,ME,05/28/2020,6/3/20,2416,280,95,14,0,0
6/4/20,NY,05/28/2020,6/3/20,169213,4216,8325,134,0,0
6/4/20,OK,05/28/2020,6/3/20,6805,578,341,19,0,0
6/4/20,RMI,05/28/2020,6/3/20,0,0,0,0,0,0
6/4/20,AL,05/28/2020,6/3/20,18954,2691,650,67,0,0
6/4/20,MP,05/28/2020,6/3/20,23,1,2,0,0,0
6/4/20,NM,05/28/2020,6/3/20,8140,889,375,46,0,0
6/4/20,AR,05/28/2020,6/3/20,8451,1938,242,47,0,0
6/4/20,CO,05/28/2020,6/3/20,26813,2203,1524,72,0,0
6/4/20,IA,05/28/2020,6/3/20,20305,1937,573,77,0,0
6/4/20,IN,05/28/2020,6/3/20,35713,3280,2177,144,0,0
6/4/20,WV,05/28/2020,6/3/20,2076,188,77,4,0,0
6/4/20,PA,05/28/2020,6/3/20,77106,4139,5918,439,0,0
6/4/20,TN,05/28/2020,6/3/20,24876,3489,386,33,0,0
6/4/20,NYC,05/28/2020,6/3/20,207463,4178,22429,385,0,0
02/13/2020,AK,2/6/20,2/12/20,0,0,0,0,0,0
6/4/20,GA,05/28/2020,6/3/20,48888,4293,2115,190,0,0
6/4/20,PR,05/28/2020,6/3/20,1294,49,140,11,0,0
6/4/20,MS,05/28/2020,6/3/20,16322,2272,782,112,0,0
6/4/20,VI,05/28/2020,6/3/20,70,1,6,0,0,0
6/4/20,MT,05/28/2020,6/3/20,524,43,17,0,0,0
6/4/20,NV,05/28/2020,6/3/20,8952,803,431,29,0,0
6/4/20,NE,05/28/2020,6/3/20,14388,1873,293,19,0,0
6/4/20,AZ,05/28/2020,6/3/20,22354,5035,983,149,0,0
6/4/20,RI,05/28/2020,6/3/20,14365,808,853,61,0,0
6/4/20,VA,05/28/2020,6/3/20,46901,6655,1418,143,0,0
6/4/20,FSM,05/28/2020,6/3/20,0,0,0,0,0,0
6/4/20,MN,05/28/2020,6/3/20,25799,3406,1448,117,0,0
6/4/20,WY,05/28/2020,6/3/20,914,55,17,3,0,0
6/4/20,CT,05/28/2020,6/3/20,43860,1648,3990,187,0,0
6/4/20,CA,05/28/2020,6/3/20,117953,18736,4231,525,0,0
6/4/20,NJ,05/28/2020,6/3/20,162435,5526,13710,567,0,0
6/4/20,NH,05/28/2020,6/3/20,4795,509,265,42,0,0
6/4/20,MI,05/28/2020,6/3/20,63636,3046,5812,239,0,0
6/4/20,NC,05/28/2020,6/3/20,32122,6540,1066,136,0,0
6/4/20,SC,05/28/2020,6/3/20,12470,1846,518,52,0,0
6/4/20,DC,05/28/2020,6/3/20,9016,610,473,28,0,0
6/4/20,OR,05/28/2020,6/3/20,4398,362,159,11,0,0
6/4/20,WI,05/28/2020,6/3/20,19399,2935,667,62,0,0
6/4/20,KY,05/28/2020,6/3/20,10409,1336,450,50,0,0
6/4/20,ID,05/28/2020,6/3/20,2933,234,83,2,0,0
6/4/20,LA,05/28/2020,6/3/20,41108,2622,2868,147,0,0
6/4/20,HI,05/28/2020,6/3/20,659,12,15,1,0,0
6/4/20,ND,05/28/2020,6/3/20,2679,241,69,11,0,0
6/4/20,UT,05/28/2020,6/3/20,10499,1809,115,13,0,0
6/4/20,IL,05/28/2020,6/3/20,123823,9511,5620,538,0,0
6/4/20,WA,05/28/2020,6/3/20,22657,1906,40,22,0,0
6/4/20,TX,05/28/2020,6/3/20,60439,8689,1877,192,0,0
6/4/20,OH,05/28/2020,6/3/20,36796,3354,2214,179,0,0
6/4/20,VT,05/28/2020,6/3/20,981,24,60,1,0,0
6/4/20,FL,05/28/2020,6/3/20,58764,6130,2564,246,0,0
6/4/20,DE,05/28/2020,6/3/20,9839,642,503,36,0,0
3/5/20,AL,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,IL,02/27/2020,3/4/20,4,2,0,0,0,0
3/5/20,MA,02/27/2020,3/4/20,6,4,0,0,0,0
3/5/20,CO,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,WA,02/27/2020,3/4/20,56,54,5,5,0,0
3/5/20,NYC,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,TX,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,NM,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,AS,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,VI,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,TN,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,ND,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,GA,02/27/2020,3/4/20,2,2,0,0,0,0
3/5/20,MP,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,HI,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,SD,02/27/2020,3/4/20,0,0,0,0,0,0
02/20/2020,AK,02/13/2020,02/19/2020,0,0,0,0,0,0
3/5/20,CT,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,VA,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,NC,02/27/2020,3/4/20,1,1,0,0,0,0
3/5/20,KY,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,NH,02/27/2020,3/4/20,2,2,0,0,0,0
3/5/20,AZ,02/27/2020,3/4/20,1,0,0,0,0,0
3/5/20,NJ,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,OR,02/27/2020,3/4/20,3,3,0,0,0,0
3/5/20,MT,02/27/2020,3/4/20,0,0,0,0,0,0
3/5/20,WY,02/27/2020,3/4/20,0,0,0,0,0,0
